Department,Monthly Income,Business Travel,Over Time,Job Satisfaction,Work Life Balance,Years At Company,Attrition
Human Resources,5883.943379,Travel_Rarely,No,1,3,10,No
Research & Development,4772.331468,Non-Travel,No,3,2,16,No
Human Resources,4122.545968,Non-Travel,Yes,4,2,13,No
Human Resources,5097.212109,Non-Travel,No,4,3,6,No
Research & Development,4376.463239,Non-Travel,Yes,3,4,11,No
Research & Development,4259.137978,Non-Travel,Yes,1,1,9,Yes
Sales,4724.524135,Travel_Rarely,No,3,3,9,Yes
Research & Development,5239.996361,Travel_Frequently,No,1,2,8,Yes
Research & Development,5612.761822,Travel_Frequently,No,3,4,12,No
Research & Development,5203.190125,Non-Travel,Yes,1,3,9,No
Sales,4700.288252,Non-Travel,Yes,1,2,12,Yes
Human Resources,4194.512701,Non-Travel,Yes,3,3,11,Yes
Research & Development,4640.160373,Travel_Frequently,No,2,2,10,Yes
Research & Development,4878.933915,Non-Travel,No,1,2,9,No
Sales,4427.55303,Travel_Frequently,Yes,1,4,11,Yes
Research & Development,4430.189578,Travel_Rarely,Yes,2,2,8,Yes
Research & Development,4095.185092,Travel_Frequently,No,2,3,10,Yes
Research & Development,4177.023797,Travel_Rarely,Yes,1,1,13,Yes
Human Resources,5618.120713,Travel_Frequently,Yes,2,4,10,No
Research & Development,5193.996115,Travel_Rarely,No,4,3,11,No
Sales,4795.802283,Travel_Frequently,Yes,1,4,13,Yes
Sales,5262.861981,Non-Travel,No,3,2,6,No
Research & Development,5679.049863,Travel_Frequently,No,4,1,11,No
Sales,4704.369616,Travel_Rarely,Yes,2,2,11,Yes
Research & Development,5200.696309,Travel_Rarely,No,1,3,12,No
Human Resources,4553.046576,Non-Travel,No,2,4,10,No
Sales,4700.306015,Non-Travel,Yes,4,2,12,No
Sales,5579.210572,Travel_Frequently,Yes,1,3,9,Yes
Research & Development,4494.586275,Travel_Frequently,No,4,4,11,No
Sales,4837.316615,Travel_Frequently,No,1,3,10,No
Research & Development,5253.920959,Travel_Rarely,Yes,1,1,10,Yes
Human Resources,4796.28952,Travel_Rarely,No,1,3,10,Yes
Sales,4517.897604,Non-Travel,No,4,4,9,No
Research & Development,4367.651047,Non-Travel,Yes,1,1,15,Yes
Research & Development,5280.81511,Non-Travel,No,1,2,12,No
Human Resources,5054.292713,Travel_Rarely,No,4,1,11,No
Sales,5877.071938,Travel_Rarely,Yes,2,4,9,No
Human Resources,4843.93131,Travel_Rarely,Yes,1,4,10,No
Human Resources,5787.656545,Non-Travel,No,3,1,11,No
Human Resources,4632.203431,Travel_Frequently,No,3,4,14,No
Sales,5574.591639,Travel_Frequently,Yes,3,1,7,Yes
Sales,5213.150994,Travel_Rarely,No,2,4,14,No
Research & Development,4312.510761,Travel_Frequently,Yes,2,4,10,Yes
Sales,5188.792488,Travel_Frequently,Yes,3,4,8,Yes
Sales,4265.164252,Travel_Rarely,No,2,2,10,Yes
Human Resources,5074.735897,Non-Travel,Yes,2,3,10,No
Human Resources,5225.516075,Travel_Frequently,No,3,4,10,No
Sales,3831.086908,Non-Travel,No,3,2,11,Yes
Research & Development,4242.281845,Travel_Rarely,Yes,4,4,8,No
Sales,4406.903526,Non-Travel,Yes,1,1,5,Yes
Research & Development,4773.258068,Non-Travel,Yes,1,4,8,Yes
Sales,4005.169512,Travel_Rarely,Yes,1,4,6,Yes
Sales,4512.374718,Travel_Frequently,No,4,3,13,No
Research & Development,5286.151468,Travel_Rarely,No,1,4,10,No
Sales,4251.170803,Non-Travel,No,2,2,14,No
Human Resources,4339.671383,Travel_Frequently,Yes,3,3,10,Yes
Human Resources,4595.785532,Non-Travel,Yes,2,3,12,No
Sales,5123.893782,Non-Travel,No,3,4,10,No
Research & Development,4795.72666,Travel_Frequently,No,1,4,9,No
Research & Development,5054.625746,Travel_Rarely,Yes,3,1,10,Yes
Human Resources,4361.31394,Travel_Rarely,No,3,4,10,No
Sales,4995.847706,Travel_Rarely,Yes,1,4,9,Yes
Research & Development,5668.863775,Travel_Rarely,No,1,2,11,No
Sales,4882.849685,Travel_Rarely,Yes,4,1,10,No
Human Resources,5300.704394,Non-Travel,No,2,1,12,No
Research & Development,4735.62789,Travel_Rarely,No,3,1,11,No
Sales,4481.728932,Travel_Frequently,Yes,4,4,8,Yes
Sales,5384.76395,Travel_Frequently,No,1,1,11,No
Human Resources,4980.16333,Travel_Rarely,No,3,3,10,No
Sales,5111.061067,Travel_Frequently,Yes,1,4,12,Yes
Research & Development,5632.962539,Travel_Frequently,Yes,4,1,11,Yes
Sales,4690.01734,Non-Travel,No,2,1,11,No
Human Resources,3866.19068,Travel_Rarely,Yes,4,2,9,Yes
Research & Development,6447.415582,Non-Travel,No,2,1,13,No
Human Resources,5245.221279,Travel_Frequently,Yes,2,4,10,Yes
Research & Development,5244.076978,Travel_Rarely,No,4,4,11,No
Human Resources,5730.437736,Travel_Rarely,Yes,3,3,9,No
Research & Development,4238.065898,Travel_Frequently,Yes,3,3,12,Yes
Research & Development,4815.018209,Travel_Rarely,No,1,2,8,Yes
Human Resources,5474.857431,Travel_Frequently,No,3,2,8,No
Sales,5049.098409,Non-Travel,Yes,3,1,10,Yes
Research & Development,5957.87223,Non-Travel,Yes,1,2,14,No
Research & Development,4955.065864,Non-Travel,No,4,1,10,No
Research & Development,5334.428005,Non-Travel,Yes,1,4,9,No
Sales,5210.532189,Travel_Frequently,No,2,3,10,No
Human Resources,4634.34682,Non-Travel,Yes,3,4,11,Yes
Human Resources,4371.815112,Travel_Frequently,Yes,2,4,8,Yes
Sales,4910.775521,Travel_Rarely,Yes,2,2,6,Yes
Sales,5535.508305,Non-Travel,No,3,2,9,No
Research & Development,5719.620023,Travel_Frequently,No,1,3,11,No
Sales,4723.634949,Non-Travel,No,2,1,12,No
Sales,5837.350367,Travel_Frequently,Yes,4,2,11,Yes
Human Resources,4736.133395,Travel_Rarely,Yes,2,2,13,No
Human Resources,4595.765754,Travel_Rarely,No,4,4,10,No
Sales,4689.784702,Travel_Rarely,No,3,3,13,No
Human Resources,4248.389198,Non-Travel,Yes,2,2,7,Yes
Sales,4796.581166,Non-Travel,Yes,4,4,10,No
Human Resources,4925.63416,Non-Travel,No,1,2,8,No
Sales,4887.134689,Travel_Rarely,No,4,3,8,No
Human Resources,4563.59505,Travel_Rarely,Yes,2,4,12,Yes
Human Resources,5102.870761,Non-Travel,No,3,1,10,No
Research & Development,4156.257993,Travel_Rarely,Yes,1,4,12,Yes
Sales,4360.098706,Travel_Rarely,No,2,2,9,Yes
Sales,5105.24785,Non-Travel,Yes,3,1,9,No
Sales,4189.959284,Travel_Frequently,Yes,4,4,7,Yes
Human Resources,4539.804575,Non-Travel,Yes,1,2,13,Yes
Research & Development,4363.324954,Travel_Frequently,Yes,2,4,10,Yes
Research & Development,4041.559127,Non-Travel,No,1,3,9,Yes
Human Resources,3537.038535,Non-Travel,No,4,3,8,No
Sales,4843.827019,Non-Travel,No,2,1,13,No
Human Resources,4685.169828,Travel_Frequently,Yes,3,1,11,Yes
Human Resources,5189.964961,Non-Travel,No,3,4,11,No
Human Resources,5138.698645,Travel_Frequently,No,3,3,6,Yes
Human Resources,5296.033196,Non-Travel,Yes,3,2,10,No
Sales,4156.661344,Travel_Frequently,Yes,4,4,12,Yes
Human Resources,4565.978677,Travel_Rarely,Yes,3,1,10,Yes
Sales,5505.052214,Travel_Rarely,Yes,4,4,9,No
Sales,4765.305423,Travel_Frequently,Yes,4,1,13,Yes
Human Resources,4501.230793,Travel_Rarely,No,1,1,13,Yes
Sales,4043.314792,Travel_Rarely,Yes,1,4,11,Yes
Research & Development,4549.174887,Travel_Frequently,No,4,2,9,No
Human Resources,4432.808539,Travel_Frequently,No,1,3,7,Yes
Human Resources,5059.278239,Travel_Rarely,No,1,4,8,Yes
Sales,4616.759516,Travel_Frequently,No,4,1,11,No
Sales,4077.118994,Non-Travel,No,2,4,5,Yes
Human Resources,4837.19281,Travel_Frequently,Yes,3,2,13,Yes
Research & Development,5265.779925,Travel_Rarely,No,2,4,9,No
Sales,5150.29987,Travel_Frequently,No,1,1,11,Yes
Sales,3994.272934,Travel_Frequently,Yes,2,2,8,Yes
Research & Development,5079.709499,Travel_Rarely,No,2,2,9,No
Sales,5932.342593,Travel_Rarely,No,1,2,7,No
Sales,5029.174426,Non-Travel,Yes,1,3,9,Yes
Research & Development,4880.944533,Travel_Frequently,Yes,2,4,8,Yes
Sales,5304.26667,Non-Travel,No,3,2,8,No
Research & Development,4601.178168,Travel_Frequently,Yes,1,2,10,Yes
Human Resources,4754.361714,Non-Travel,Yes,3,1,10,No
Human Resources,5106.876431,Non-Travel,No,3,3,8,No
Sales,5498.590755,Travel_Frequently,No,1,1,12,Yes
Human Resources,4509.248425,Non-Travel,Yes,4,3,12,No
Human Resources,5036.051299,Travel_Frequently,No,4,3,10,No
Human Resources,5447.997834,Travel_Rarely,No,4,2,11,No
Sales,5164.022536,Travel_Rarely,No,4,1,10,No
Sales,4746.871875,Travel_Frequently,No,2,2,12,No
Human Resources,5103.187819,Travel_Frequently,Yes,4,3,14,No
Research & Development,5720.180773,Travel_Frequently,Yes,3,2,13,No
Human Resources,5101.922302,Travel_Rarely,Yes,4,3,8,Yes
Research & Development,4387.66979,Travel_Rarely,No,4,3,10,No
Sales,4399.517861,Travel_Frequently,Yes,4,1,8,Yes
Human Resources,5372.888743,Travel_Rarely,No,4,3,7,No
Human Resources,5558.190966,Travel_Frequently,No,1,3,11,No
Human Resources,4532.97939,Travel_Rarely,Yes,3,2,10,Yes
Research & Development,5632.595346,Non-Travel,No,2,1,10,No
Human Resources,4861.279804,Travel_Rarely,No,1,1,10,Yes
Human Resources,5006.230011,Travel_Rarely,No,3,2,8,No
Sales,4477.797002,Travel_Frequently,No,4,4,11,No
Human Resources,4371.823522,Non-Travel,No,2,1,10,No
Research & Development,5123.69932,Non-Travel,No,4,1,11,No
Research & Development,5307.140083,Non-Travel,Yes,3,4,11,No
Sales,4888.923351,Travel_Rarely,Yes,3,3,9,Yes
Research & Development,4835.137004,Travel_Frequently,Yes,3,4,9,Yes
Research & Development,5542.262046,Travel_Frequently,No,2,3,9,No
Sales,4068.308991,Non-Travel,Yes,3,1,10,Yes
Human Resources,5135.177221,Non-Travel,No,2,1,11,No
Human Resources,4524.498808,Travel_Frequently,No,3,2,9,Yes
Human Resources,4308.654029,Non-Travel,Yes,4,1,12,No
Sales,4326.977338,Non-Travel,Yes,2,2,10,Yes
Sales,4410.940643,Travel_Frequently,No,4,3,11,No
Sales,5584.290695,Non-Travel,Yes,1,4,8,No
Sales,5003.907306,Travel_Frequently,No,4,3,8,No
Sales,4381.950365,Travel_Frequently,Yes,1,1,5,Yes
Sales,4830.153806,Non-Travel,No,3,1,13,No
Sales,3989.920189,Travel_Frequently,Yes,1,2,11,Yes
Research & Development,4597.921294,Non-Travel,No,4,2,8,No
Human Resources,5248.631723,Travel_Frequently,Yes,3,4,10,No
Research & Development,4562.131547,Travel_Frequently,No,1,3,11,No
Human Resources,4616.42551,Non-Travel,Yes,1,4,15,No
Research & Development,5588.241647,Travel_Rarely,Yes,1,2,11,Yes
Sales,5018.633832,Non-Travel,Yes,4,4,13,No
Sales,5240.836342,Non-Travel,No,2,1,10,No
Sales,5733.549271,Non-Travel,Yes,4,3,8,No
Human Resources,5049.54347,Travel_Rarely,Yes,2,1,8,Yes
Human Resources,4876.828252,Travel_Rarely,No,2,1,11,Yes
Research & Development,4705.437752,Travel_Rarely,No,1,1,12,Yes
Sales,5332.791412,Travel_Rarely,Yes,1,3,9,Yes
Research & Development,4651.728114,Non-Travel,No,2,1,9,Yes
Research & Development,4940.67859,Travel_Rarely,No,2,2,7,Yes
Research & Development,4874.168773,Non-Travel,No,4,3,9,No
Research & Development,5960.096147,Non-Travel,No,1,2,7,No
Sales,4506.664016,Travel_Rarely,Yes,1,4,13,Yes
Human Resources,4772.591197,Travel_Rarely,No,1,4,11,No
Sales,4998.581768,Non-Travel,No,4,1,13,No
Human Resources,4774.089425,Travel_Frequently,No,1,4,9,No
Sales,5100.741214,Travel_Frequently,No,3,1,8,No
Sales,5014.406919,Non-Travel,No,3,3,6,No
Research & Development,4943.829971,Travel_Frequently,Yes,2,2,12,Yes
Sales,5059.12194,Travel_Frequently,No,4,2,8,No
Sales,4616.65665,Travel_Frequently,Yes,2,3,10,Yes
Sales,4066.932678,Travel_Rarely,No,3,2,11,No
Human Resources,5015.688122,Travel_Rarely,Yes,2,4,10,No
Research & Development,4432.238994,Travel_Rarely,No,1,1,10,Yes
Sales,5141.338697,Non-Travel,No,1,4,9,No
Research & Development,4571.910993,Travel_Rarely,Yes,3,1,11,Yes
Human Resources,5043.144957,Travel_Rarely,No,3,2,10,No
Sales,4552.221309,Travel_Frequently,Yes,1,4,8,Yes
Sales,5294.085127,Non-Travel,No,2,3,10,No
Sales,5681.838725,Travel_Rarely,Yes,4,1,8,Yes
Sales,4811.539046,Travel_Rarely,Yes,2,2,9,Yes
Sales,4065.353041,Travel_Frequently,No,2,2,6,Yes
Sales,4679.764754,Non-Travel,No,2,3,10,No
Human Resources,5054.280904,Non-Travel,No,4,3,10,No
Human Resources,5251.768668,Travel_Frequently,Yes,3,2,9,Yes
Sales,4851.269301,Non-Travel,No,2,2,9,No
Sales,5116.667911,Travel_Frequently,No,3,4,12,No
Sales,4948.175376,Travel_Frequently,Yes,2,4,6,Yes
Sales,4488.477982,Travel_Frequently,Yes,2,4,12,Yes
Human Resources,4178.678112,Travel_Frequently,No,2,3,10,Yes
Human Resources,4091.582529,Travel_Frequently,Yes,4,4,8,Yes
Sales,5207.864556,Travel_Rarely,Yes,3,1,10,Yes
Human Resources,5827.749058,Non-Travel,No,1,3,7,No
Research & Development,4401.362917,Travel_Frequently,No,3,1,10,No
Human Resources,4544.925514,Non-Travel,No,3,2,10,No
Sales,5117.653039,Travel_Rarely,Yes,4,4,9,Yes
Human Resources,4709.747578,Non-Travel,No,4,3,11,No
Research & Development,4721.008811,Travel_Frequently,Yes,1,1,10,Yes
Research & Development,4125.068521,Non-Travel,No,3,2,12,Yes
Sales,4575.362019,Travel_Rarely,Yes,1,4,12,No
Research & Development,4384.438138,Travel_Rarely,No,3,2,9,No
Human Resources,4587.760217,Non-Travel,No,2,4,13,No
Sales,5240.321509,Travel_Frequently,Yes,4,1,10,Yes
Research & Development,5910.497114,Non-Travel,Yes,4,1,6,No
Sales,4562.037906,Travel_Frequently,Yes,3,3,9,Yes
Sales,5459.226446,Travel_Rarely,No,1,3,11,No
Sales,4497.954996,Non-Travel,Yes,4,1,11,No
Research & Development,4870.861622,Travel_Rarely,Yes,3,1,11,Yes
Research & Development,5344.437473,Travel_Rarely,No,1,4,13,No
Human Resources,4699.882829,Travel_Frequently,Yes,1,3,10,Yes
Research & Development,4969.689941,Travel_Frequently,No,2,4,11,No
Sales,5449.414161,Travel_Rarely,No,3,1,10,No
Human Resources,4495.826395,Travel_Frequently,Yes,3,3,9,Yes
Human Resources,4663.330789,Travel_Frequently,No,3,2,13,No
Sales,4584.55764,Non-Travel,Yes,1,2,10,Yes
Research & Development,5332.97333,Travel_Frequently,Yes,3,1,9,Yes
Sales,4283.746739,Travel_Rarely,Yes,4,4,10,No
Human Resources,4975.886632,Travel_Frequently,No,4,3,10,No
Sales,4841.338284,Travel_Rarely,Yes,1,4,9,Yes
Sales,4993.300055,Non-Travel,No,3,2,9,No
Research & Development,5340.238236,Travel_Frequently,Yes,3,2,12,Yes
Sales,4346.061816,Travel_Frequently,No,1,4,13,No
Research & Development,4817.084527,Non-Travel,Yes,1,4,11,No
Human Resources,5539.978142,Travel_Rarely,Yes,3,3,11,No
Human Resources,4549.646815,Non-Travel,No,2,3,8,Yes
Research & Development,4850.211497,Travel_Frequently,No,2,3,13,No
Research & Development,4981.471233,Non-Travel,No,1,1,10,No
Human Resources,4877.996404,Travel_Frequently,Yes,3,2,8,Yes
Sales,4824.217584,Travel_Rarely,Yes,2,1,8,Yes
Human Resources,5543.078384,Non-Travel,Yes,2,4,12,No
Human Resources,4584.052884,Non-Travel,No,3,1,11,No
Research & Development,4475.299856,Travel_Rarely,No,3,1,12,Yes
Research & Development,4504.846814,Non-Travel,No,4,3,8,No
Human Resources,4430.299635,Non-Travel,No,2,2,12,No
Research & Development,4473.458297,Non-Travel,No,1,3,11,No
Sales,4535.809168,Travel_Frequently,No,4,1,10,No
Human Resources,4676.186763,Travel_Frequently,Yes,1,1,7,Yes
Human Resources,4966.064074,Travel_Rarely,No,2,4,9,No
Sales,4555.336226,Non-Travel,No,2,1,5,No
Human Resources,4522.153991,Travel_Frequently,Yes,4,2,9,Yes
Human Resources,4645.920843,Non-Travel,Yes,4,1,9,Yes
Research & Development,5234.353915,Travel_Rarely,No,3,4,8,No
Human Resources,5016.251758,Non-Travel,No,3,3,7,No
Human Resources,4955.469665,Travel_Frequently,No,4,1,8,Yes
Sales,5306.768646,Non-Travel,Yes,3,4,8,No
Sales,5283.672816,Travel_Rarely,No,2,4,10,No
Research & Development,4735.930994,Travel_Rarely,Yes,3,2,10,Yes
Sales,5020.149622,Travel_Rarely,No,2,2,13,No
Human Resources,5937.83608,Travel_Rarely,Yes,1,3,11,No
Sales,4411.401718,Travel_Frequently,No,1,3,11,Yes
Sales,5489.888457,Non-Travel,Yes,4,3,11,No
Sales,5826.360121,Non-Travel,Yes,4,3,11,No
Human Resources,5292.857731,Non-Travel,No,4,2,9,No
Human Resources,5437.651856,Travel_Rarely,No,2,2,10,No
Research & Development,4581.17797,Travel_Frequently,Yes,2,1,12,Yes
Human Resources,5464.179,Travel_Rarely,Yes,4,3,12,No
Human Resources,4338.896645,Travel_Rarely,Yes,1,3,8,Yes
Research & Development,4541.767429,Travel_Frequently,Yes,4,3,14,No
Human Resources,4952.399802,Travel_Frequently,No,2,4,15,No
Human Resources,4885.408215,Non-Travel,No,1,4,6,No
Human Resources,5077.431056,Travel_Frequently,No,3,2,9,No
Sales,5144.909102,Non-Travel,Yes,1,4,15,No
Sales,4010.079311,Travel_Rarely,No,2,2,14,No
Human Resources,4644.742931,Travel_Frequently,No,1,1,7,Yes
Human Resources,5415.025075,Non-Travel,Yes,2,4,9,No
Sales,6045.543051,Travel_Frequently,No,1,3,9,No
Human Resources,4866.054344,Travel_Rarely,No,4,3,10,No
Sales,4832.307948,Travel_Rarely,Yes,1,1,8,Yes
Human Resources,4929.774937,Travel_Rarely,No,4,4,4,No
Research & Development,4398.216898,Travel_Frequently,Yes,3,4,12,Yes
Research & Development,4841.144526,Travel_Rarely,Yes,2,1,12,Yes
Research & Development,3699.924124,Non-Travel,No,1,1,9,Yes
Sales,5079.523348,Non-Travel,No,3,2,11,No
Human Resources,4571.202833,Non-Travel,No,2,1,8,Yes
Research & Development,5034.751287,Non-Travel,Yes,4,1,15,No
Research & Development,5133.5656,Non-Travel,Yes,4,3,9,No
Sales,5194.614653,Non-Travel,Yes,2,3,9,Yes
Human Resources,5237.842572,Travel_Frequently,No,4,1,7,No
Human Resources,4820.782603,Travel_Frequently,No,1,1,9,Yes
Sales,5505.755695,Travel_Frequently,Yes,3,1,10,Yes
Human Resources,5356.84433,Travel_Frequently,Yes,1,4,5,Yes
Research & Development,4663.800347,Travel_Rarely,Yes,1,1,10,Yes
Sales,5255.233423,Non-Travel,No,1,1,9,Yes
Research & Development,5356.095071,Travel_Rarely,No,2,1,10,No
Research & Development,5144.759024,Non-Travel,No,4,1,11,No
Human Resources,5563.058668,Travel_Rarely,Yes,4,4,9,No
Sales,5058.353408,Non-Travel,No,3,2,11,No
Research & Development,4372.251925,Travel_Rarely,Yes,2,1,8,Yes
Sales,4868.14213,Travel_Rarely,Yes,1,2,10,Yes
Research & Development,4464.641478,Non-Travel,No,2,3,10,No
Research & Development,4646.207253,Non-Travel,No,4,2,7,No
Human Resources,5076.123909,Non-Travel,No,4,3,8,No
Research & Development,4611.585819,Non-Travel,No,2,4,13,No
Human Resources,4662.907641,Travel_Rarely,Yes,2,2,10,Yes
Research & Development,5266.229774,Non-Travel,No,1,4,14,No
Sales,5132.646297,Travel_Frequently,No,2,3,10,No
Human Resources,5091.706377,Non-Travel,Yes,4,4,7,No
Sales,4483.352402,Non-Travel,Yes,1,3,10,Yes
Sales,5884.004219,Travel_Frequently,Yes,2,2,12,No
Research & Development,4614.82548,Non-Travel,Yes,2,1,10,Yes
Human Resources,4887.301391,Non-Travel,Yes,4,2,16,No
Sales,4838.640304,Non-Travel,Yes,3,4,10,No
Sales,5085.993077,Travel_Frequently,Yes,1,4,7,Yes
Human Resources,5072.640394,Non-Travel,No,3,1,9,No
Human Resources,5644.83053,Travel_Rarely,No,3,1,8,No
Sales,3783.866773,Travel_Rarely,Yes,3,1,7,Yes
Sales,3887.234263,Travel_Rarely,No,3,2,8,Yes
Human Resources,4664.846274,Non-Travel,No,1,4,8,No
Sales,5009.087435,Travel_Frequently,No,2,4,11,No
Sales,4373.232581,Non-Travel,No,1,1,8,Yes
Research & Development,4703.352118,Travel_Rarely,Yes,4,4,12,Yes
Sales,5456.227069,Travel_Frequently,Yes,3,2,8,Yes
Research & Development,4338.338815,Travel_Frequently,Yes,1,2,10,Yes
Sales,4649.248128,Travel_Rarely,No,3,3,12,No
Human Resources,5742.643504,Non-Travel,No,4,3,6,No
Human Resources,4639.133241,Travel_Frequently,Yes,3,3,10,Yes
Human Resources,5710.252676,Travel_Frequently,No,3,2,14,No
Research & Development,5667.399495,Travel_Frequently,Yes,1,3,11,Yes
Sales,4973.626598,Travel_Rarely,Yes,4,3,11,No
Human Resources,5415.954178,Non-Travel,Yes,1,1,12,No
Sales,5260.131688,Travel_Rarely,No,2,1,7,Yes
Sales,4804.838351,Travel_Rarely,Yes,3,1,11,Yes
Human Resources,4442.172022,Travel_Frequently,Yes,1,3,12,Yes
Research & Development,4546.339115,Non-Travel,Yes,4,3,5,Yes
Human Resources,5033.558397,Travel_Rarely,Yes,1,2,11,Yes
Research & Development,5070.074388,Travel_Frequently,No,3,4,13,No
Research & Development,4750.864963,Travel_Rarely,Yes,3,2,8,Yes
Research & Development,5473.999073,Travel_Rarely,No,4,3,10,No
Sales,5558.638168,Travel_Frequently,No,2,4,10,No
Research & Development,5385.831576,Non-Travel,No,2,4,12,No
Human Resources,4559.468499,Non-Travel,No,1,3,12,No
Sales,4776.093695,Travel_Frequently,No,2,2,11,No
Human Resources,4474.630451,Non-Travel,Yes,1,4,10,Yes
Research & Development,4426.41846,Non-Travel,Yes,3,1,11,Yes
Human Resources,4323.551109,Travel_Rarely,No,4,2,13,No
Sales,4724.388018,Non-Travel,Yes,1,3,13,Yes
Human Resources,4540.803797,Non-Travel,Yes,1,2,9,Yes
Human Resources,5701.770046,Travel_Frequently,Yes,3,3,14,No
Research & Development,5686.452192,Travel_Rarely,No,2,2,5,No
Research & Development,5089.193124,Travel_Frequently,Yes,1,1,10,Yes
Human Resources,5687.670102,Travel_Frequently,Yes,1,4,12,Yes
Research & Development,5115.050543,Travel_Rarely,No,4,3,13,No
Research & Development,4391.119036,Travel_Frequently,No,1,4,6,Yes
Sales,4209.374374,Non-Travel,No,4,1,7,Yes
Research & Development,4900.09429,Travel_Rarely,Yes,3,4,12,No
Human Resources,4511.88177,Travel_Rarely,Yes,3,2,11,Yes
Human Resources,4934.861878,Travel_Frequently,No,3,3,8,No
Sales,5030.148727,Travel_Rarely,No,2,2,7,Yes
Sales,4858.020632,Travel_Frequently,Yes,3,4,11,Yes
Research & Development,5360.81414,Travel_Frequently,Yes,4,3,13,No
Human Resources,4193.965966,Travel_Rarely,No,1,3,14,Yes
Human Resources,5806.251408,Non-Travel,No,2,2,11,No
Research & Development,4443.417387,Travel_Rarely,Yes,1,3,14,No
Human Resources,5259.052979,Non-Travel,Yes,2,2,9,No
Research & Development,5324.030335,Travel_Frequently,No,4,4,11,No
Sales,4844.14118,Non-Travel,Yes,1,4,8,No
Human Resources,5929.512351,Non-Travel,Yes,1,2,10,No
Human Resources,3796.975858,Non-Travel,Yes,2,4,10,Yes
Research & Development,5114.353466,Travel_Rarely,No,2,4,9,No
Research & Development,4660.708837,Travel_Frequently,Yes,3,3,10,Yes
Human Resources,5132.822007,Travel_Frequently,Yes,4,2,10,Yes
Research & Development,3897.278741,Non-Travel,No,3,1,11,No
Sales,4459.022451,Travel_Rarely,No,2,2,9,Yes
Human Resources,5318.154956,Travel_Frequently,No,1,3,10,No
Sales,4281.182212,Travel_Rarely,Yes,2,4,14,No
Sales,5115.351199,Non-Travel,No,2,2,8,No
Research & Development,4632.264462,Travel_Frequently,Yes,1,4,9,Yes
Sales,5079.758028,Travel_Rarely,No,1,2,9,Yes
Research & Development,4961.783203,Non-Travel,Yes,3,3,7,Yes
Sales,4452.440763,Non-Travel,No,4,4,12,No
Sales,5727.117813,Travel_Rarely,No,4,3,8,No
Research & Development,5190.508962,Travel_Rarely,No,1,4,10,No
Human Resources,4694.703363,Non-Travel,Yes,2,2,12,No
Human Resources,5524.148629,Travel_Rarely,No,2,2,8,No
Human Resources,4553.100418,Non-Travel,No,1,2,9,Yes
Sales,5485.15125,Non-Travel,No,4,4,10,No
Human Resources,5426.292037,Non-Travel,No,3,2,10,No
Human Resources,4451.704603,Non-Travel,Yes,1,1,11,Yes
Sales,5114.22944,Non-Travel,No,4,3,8,No
Sales,5594.732542,Non-Travel,No,2,4,11,No
Research & Development,4766.870103,Travel_Frequently,Yes,2,3,12,Yes
Human Resources,4692.16987,Non-Travel,No,4,3,7,No
Sales,5834.68313,Non-Travel,No,4,3,7,No
Research & Development,4666.321737,Non-Travel,Yes,1,2,10,Yes
Research & Development,4663.25262,Non-Travel,No,2,3,10,No
Sales,4883.706951,Travel_Frequently,No,4,1,12,No
Human Resources,4717.086958,Travel_Frequently,No,4,4,8,No
Sales,4603.216033,Travel_Frequently,No,3,4,12,No
Human Resources,4935.444595,Travel_Frequently,Yes,2,1,9,Yes
Human Resources,4753.876796,Travel_Frequently,Yes,1,4,13,Yes
Sales,4144.725614,Non-Travel,No,3,2,9,No
Sales,5384.735428,Travel_Frequently,Yes,3,1,14,Yes
Research & Development,4999.486085,Travel_Rarely,Yes,2,4,7,Yes
Sales,4728.137648,Travel_Frequently,No,2,4,10,No
Research & Development,4284.500758,Travel_Frequently,Yes,1,1,9,Yes
Research & Development,5499.211327,Travel_Rarely,No,1,4,13,No
Sales,5933.281399,Travel_Frequently,No,2,1,10,No
Research & Development,4661.232975,Non-Travel,No,1,3,11,No
Human Resources,4729.008724,Travel_Frequently,No,2,4,10,No
Research & Development,4710.020759,Non-Travel,Yes,2,3,11,Yes
Research & Development,5739.666924,Travel_Rarely,Yes,1,3,11,No
Human Resources,5289.9855,Travel_Rarely,Yes,3,3,12,No
Human Resources,5067.689599,Non-Travel,No,1,3,7,No
Research & Development,5612.844592,Travel_Rarely,Yes,4,3,11,No
Sales,6003.804685,Travel_Frequently,Yes,3,3,14,No
Research & Development,5010.327822,Travel_Rarely,Yes,3,4,7,Yes
Research & Development,5306.539786,Non-Travel,Yes,4,4,6,No
Sales,4886.148575,Non-Travel,Yes,1,3,9,No
Research & Development,4215.890842,Travel_Frequently,Yes,2,3,9,Yes
Sales,4612.144032,Travel_Frequently,Yes,2,1,8,Yes
Research & Development,5299.68687,Non-Travel,Yes,1,2,9,Yes
Sales,5098.441986,Travel_Frequently,No,3,2,12,No
Research & Development,5695.67062,Travel_Frequently,Yes,4,4,10,No
Human Resources,4590.843222,Travel_Rarely,No,1,3,8,Yes
Research & Development,4889.997296,Travel_Frequently,No,1,3,9,No
Research & Development,5214.590046,Travel_Frequently,Yes,1,3,9,Yes
Sales,5101.215789,Travel_Rarely,No,4,3,10,No
Sales,4684.329559,Travel_Rarely,Yes,1,2,9,Yes
